             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
          26190780 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190779 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190778 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190777 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190776 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190775 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190774 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190773 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190772 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190771 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190770 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190769 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190768 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190767 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190766 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190765 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190764 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190763 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190762 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190761 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190760 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190759 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190758 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190757 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190756 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190755 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190754 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190752 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190751 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190750 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190749 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190748 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190747 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190746 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190745 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190744 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190743 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190742 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190741 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190740 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190739 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190738 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190737 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190736 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190735 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190734 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190733 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190732 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190731 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190730 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190729 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190728 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190727 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190726 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190725 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190724 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190723 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190722 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190721 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190720 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190719 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190718 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190717 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190716 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190715 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190714 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190713 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190712 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190711 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191028 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191027 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191026 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191025 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191024 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191023 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191022 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191021 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191020 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191019 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191018 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191017 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191016 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191015 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191014 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191013 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191012 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191011 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191010 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191009 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191008 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191007 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191006 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191005 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191004 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191003 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191002 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191001 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191000 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190999 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190998 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190997 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190996 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190995 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190994 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190993 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190992 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190991 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190990 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190985 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190984 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190983 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190982 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190981 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190980 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190979 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190978 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190977 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190976 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190975 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190973 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190972 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190971 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190970 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190969 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190968 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190967 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190966 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190965 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190964 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190963 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190962 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190961 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190960 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190959 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190958 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190957 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190956 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190955 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190953 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190952 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190951 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190950 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190949 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190948 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190947 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190946 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190945 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190944 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190943 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190942 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190941 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190940 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190939 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190938 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190937 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190936 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190935 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190934 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190933 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190932 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190931 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190930 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190929 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190927 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190926 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190925 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190924 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190923 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190922 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190921 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190920 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190919 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190918 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190917 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190916 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190915 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190914 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190913 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190912 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190911 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190910 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190909 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190908 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190907 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190906 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190905 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190904 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190903 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190902 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190901 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190900 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190899 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190898 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190897 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190896 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190895 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190894 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190893 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190892 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190891 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190890 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190889 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190888 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190887 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190886 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190885 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190884 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190883 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190882 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190881 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190880 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190879 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190878 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190877 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190876 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190875 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190874 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190873 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190872 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190871 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190870 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190869 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190868 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26190867 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191196 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191195 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191194 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191193 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191192 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191191 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191190 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191189 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191188 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191187 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191186 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191185 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191184 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191183 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191182 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191181 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191180 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191179 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191178 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191177 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191176 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191175 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191174 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191173 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191172 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191171 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191170 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191169 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191168 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191167 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191166 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191165 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191164 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191163 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191162 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191161 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191160 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191159 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191158 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191157 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191156 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191155 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191154 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191153 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191152 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191151 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191150 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191149 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191148 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191147 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191146 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191145 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191144 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191143 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191142 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191141 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191140 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191139 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191138 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191137 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191136 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191135 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191134 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191133 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191132 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191131 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191130 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191129 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191128 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191127 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191126 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191125 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191124 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191123 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191122 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191121 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191120 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191119 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191118 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191117 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191116 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191115 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191114 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191113 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191112 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191111 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191110 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191109 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191108 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191107 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191106 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191105 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191104 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191103 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191102 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191101 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191100 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191099 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191098 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191097 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191096 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191095 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191094 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191093 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191092 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191091 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191090 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191089 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191087 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191086 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191085 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191084 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191083 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191082 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191081 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191080 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191079 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191078 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191077 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191076 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191075 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191074 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191073 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191072 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191071 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191070 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191069 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191068 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191067 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191066 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191065 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191064 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191063 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191062 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191061 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191060 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191059 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191058 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191057 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191056 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191055 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191054 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191053 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191052 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191051 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191050 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191049 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191048 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191047 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191046 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191045 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191044 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191043 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
