             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
          26191042 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191041 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191040 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191039 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191038 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191037 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191036 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191035 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191034 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191033 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191032 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191031 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191030 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191029 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191374 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191373 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191372 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191371 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191370 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191369 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191368 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191367 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191366 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191365 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191364 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191363 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191362 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191361 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191360 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191359 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191358 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191357 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191356 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191355 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191354 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191353 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191352 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191351 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191350 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191349 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191348 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191347 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191346 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191345 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191344 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191343 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191342 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191341 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191340 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191339 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191338 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191337 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191336 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191335 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191334 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191333 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191332 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191331 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191330 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191329 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191328 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191327 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191326 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191325 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191324 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191323 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191322 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191321 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191320 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191319 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191318 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191317 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191316 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191315 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191314 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191313 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191312 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191311 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191310 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191309 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191308 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191307 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191306 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191305 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191304 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191303 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191302 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191301 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191300 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191299 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191298 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191297 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191296 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191295 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191294 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191293 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191292 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191291 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191290 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191289 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191288 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191287 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191286 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191285 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191284 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191283 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191282 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191281 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191280 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191279 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191278 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191277 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191276 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191275 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191274 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191273 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191272 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191271 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191270 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191269 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191268 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191267 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191266 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191265 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191264 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191263 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191262 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191261 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191260 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191259 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191258 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191257 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191256 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191255 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191254 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191253 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191252 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191251 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191250 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191249 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191248 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191247 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191246 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191245 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191244 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191243 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191242 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191241 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191240 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191239 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191238 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191237 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191236 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191235 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191234 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191233 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191232 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191231 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191230 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191229 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191228 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191226 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191218 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191207 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191204 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191203 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191202 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191201 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191200 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191199 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191198 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191197 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191554 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191553 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191552 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191551 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191550 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191549 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191548 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191547 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191546 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191545 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191544 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191543 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191542 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191541 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191540 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191539 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191538 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191537 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191536 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191535 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191534 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191533 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191532 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191531 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191530 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191529 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191528 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191527 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191526 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191525 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191524 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191523 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191522 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191521 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191520 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191519 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191518 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191517 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191516 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191515 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191514 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191513 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191512 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191511 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191510 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191509 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191508 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191507 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191506 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191505 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191504 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191503 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191502 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191501 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191500 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191499 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191498 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191497 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191496 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191495 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191494 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191493 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191492 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191491 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191490 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191489 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191488 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191487 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191486 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191485 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191484 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191483 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191482 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191481 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191480 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191479 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191478 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191477 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191476 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191475 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191474 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191473 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191472 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191471 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191470 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191469 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191468 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191467 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191466 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191464 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191463 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191457 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191456 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191455 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191454 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191453 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191452 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191451 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191450 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191449 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191448 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191447 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191446 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191445 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191444 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191443 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191442 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191441 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191440 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191439 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191438 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191435 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191424 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191423 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191422 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191419 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191416 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191415 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191413 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191412 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191411 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191410 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191409 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191408 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191407 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191406 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191405 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191404 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191403 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191402 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191401 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191400 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191399 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191398 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191397 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191396 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191395 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191394 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191393 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191392 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191391 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191390 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191389 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191388 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191387 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191386 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191385 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191384 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191383 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191382 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191381 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191380 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191379 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191378 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191377 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191376 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191375 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191706 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191705 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191704 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191703 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191702 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191701 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191700 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191699 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191697 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191696 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191695 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191694 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191693 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191692 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191691 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191690 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191689 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191688 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191687 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191686 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191685 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191684 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191683 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191682 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191681 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191680 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191679 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191678 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191677 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191676 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191675 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191674 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191673 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191672 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191671 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191670 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191669 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191668 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191667 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191666 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191665 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191664 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191663 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191662 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191661 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191660 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191659 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
          26191658 short,nor b7f25d98 bjarkemp PD       0:00      1 (Priority)
