PDGP_ID,Genus,Species,FROH,Sex,ref_assembly
SAMN01920522,Pan,troglodytes,0.04424558,F,Pan_troglodytes
SAMN01920523,Pan,troglodytes,0.04312125,M,Pan_troglodytes
SAMN01920524,Pan,troglodytes,0.03339913,F,Pan_troglodytes
SAMN01920525,Pan,troglodytes,0.03339913,F,Pan_troglodytes
SAMN01920526,Pan,troglodytes,0.1041656,F,Pan_troglodytes
SAMN01920527,Pan,troglodytes,0.07288285,M,Pan_troglodytes
SAMN01920528,Pan,troglodytes,0.1023799,F,Pan_troglodytes
SAMN01920529,Pan,troglodytes,0.06567393,F,Pan_troglodytes
SAMN01920530,Pan,troglodytes,0.02050244,M,Pan_troglodytes
SAMN01920531,Pan,troglodytes,0.01646809,F,Pan_troglodytes
SAMN01920532,Pan,troglodytes,0.05879569,F,Pan_troglodytes
SAMN01920533,Pan,troglodytes,0.00562164,M,Pan_troglodytes
SAMN01920534,Pan,troglodytes,0.01421943,F,Pan_troglodytes
SAMN01920535,Pan,troglodytes,0.00509254,F,Pan_troglodytes
SAMN01920536,Pan,troglodytes,0.03869008,F,Pan_troglodytes
SAMN01920537,Pan,troglodytes,0.02943092,M,Pan_troglodytes
SAMN01920538,Pan,troglodytes,0.0365737,F,Pan_troglodytes
SAMN01920539,Pan,troglodytes,0.03452346,M,Pan_troglodytes
SAMN01920540,Pan,troglodytes,0.01851833,M,Pan_troglodytes
SAMN01920541,Pan,troglodytes,0.01540989,M,Pan_troglodytes
SAMN01920542,Pongo,abelii,0.07092903,F,Pongo_abelii
SAMN01920543,Pongo,abelii,0.06583936,F,Pongo_abelii
SAMN01920544,Pongo,abelii,0.09840016,F,Pongo_abelii
SAMN01920545,Pongo,abelii,0.08097785,F,Pongo_abelii
SAMN01920546,Pongo,abelii,0.0732781,M,Pongo_abelii
SAMN01920547,Pongo,pygmaeus,0.07808712,F,Pongo_pygmaeus
SAMN01920548,Pongo,pygmaeus,0.01311919,F,Pongo_pygmaeus
SAMN01920549,Pongo,pygmaeus,0.07752885,F,Pongo_pygmaeus
SAMN01920550,Pongo,pygmaeus,0.05289547,F,Pongo_pygmaeus
SAMN01920551,Pongo,pygmaeus,0.09148544,M,Pongo_pygmaeus
